english,minihongo,japanese,english_litteral,example_minihongo,example_english,page,category
chest,体の前の上の部分,胸,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"abdomen, belly",体の前の中ほどの部分,腹,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
face,頭の前の部分,顔,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
hair (on head),頭の上にある物,髪,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
nail (finger/toe),指の先にある硬い物,爪,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
lips,口の外の赤い部分,唇,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
tongue,口の中で味を感じる物,舌,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
tears,悲しい時に目から出る水,涙,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"sweat, perspiration",暑い時に体から出る水,汗,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
voice,口から出る音,声,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
breath,口や鼻から出る空気,息,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"breathing, respiration",空気を体の中に入れたり出したりする事,呼吸,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
pulse,体の中で血が動く音,脈,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
health,体が良い状態,健康,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"energetic, healthy",体も心も良い状態,元気,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
to get tired,体や心が動けなくなる,疲れる,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
sleepy,寝たいと感じる,眠い,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
to wake up,寝ている状態から出る,起きる,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"doctor, physician",体の悪い人を助ける人,医者,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
nurse,体の悪い人の世話をする人,看護師,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"surgery, operation",体を切って中を直す事,手術,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"injection, shot",体の中に物を入れる事,注射,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
hospitalization,病が悪くて家を出てどこかに入る事,入院,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
hospital discharge,体が良くなって出る事,退院,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"examination, test",体の中を見る事,検査,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
symptom,体が悪い時に出る変な事,症状,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"to heal, to recover",体が悪い状態から良くなる,治る,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"to cure, to fix",体を良い状態にする,治す,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
to gain weight,体が大きく重くなる,太る,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
to lose weight,体が小さく軽くなる,痩せる,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
pregnancy,女の体の中に子供がいる状態,妊娠,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
childbirth,体から子供が出る事,出産,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
allergy,ある物に体が悪く変わる事,アレルギー,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
"wound, scar",体が切れた所,傷,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 体と健康 (Body & Health)
morning,太陽が出てくる時,朝,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"daytime, noon",太陽が上にある時,昼,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
evening,太陽が下に入る時,夕方,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
this morning,今日の朝,今朝,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
tonight,今日の夜,今夜,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
day after tomorrow,明の後の日,明後日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
day before yesterday,昨日の前の日,一昨日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
last week,今の前の七日,先週,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
this week,今の七日,今週,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
next week,今の後の七日,来週,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
last month,今の月の前の月,先月,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
this month,今の月,今月,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
next month,今の月の後の月,来月,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
last year,今の年の前の年,去年,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
this year,今の年,今年,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
next year,今の年の後の年,来年,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
weekend,七日の終わりの日,週末,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
weekday,毎日の普通の日,平日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"time, hour",今から前や後まで続く物,時間,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
minute,一時間を六十に切った時の一つ,分,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
second,とても短い時の単位,秒,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"AM, morning",太陽が一番高くなる前の時,午前,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"PM, afternoon",太陽が一番高くなった後の時,午後,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"noon, midday",太陽が一番高くなる時,正午,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
Sunday,太陽の日,日曜日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
Monday,月の日,月曜日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"day off, holiday",何もしなくていい日,休日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
national holiday,国が決めた休む日,祝日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
season,年の中で天気が変わる時,季節,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
birthday,人が生きる事が始まった日,誕生日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
anniversary,よく覚えている大切な日,記念日,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"moment, instant",とても短い時,瞬間,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"period, duration",始まりから終わりまでの時,期間,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"deadline, expiry",その事が終わらなければならない時,期限,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
deadline (submission),これ以上後はできないという時,締め切り,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"recently, lately",今から少し前の時,最近,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"soon, right away",とても短い時の後に,すぐ,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"eventually, before long",少し後の時に,やがて,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"eternity, forever",終わらない時,永遠,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
one's whole life,生きている全部の時,一生,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
century,百年の時,世紀,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"era, period (of history)",ある長い時の事が起こった時,時代,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"finally, at last",とても長い時の後に,ついに,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
"suddenly, all of a sudden",思っていなかった時に起こる,突然,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
after a long time,長い時が終わって会う,久しぶり,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 時の表現 (Time Expressions)
run,速く足で動く,走る,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
walk,速くなく足で動く,歩く,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
swim,水の中で動く,泳ぐ,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
fly,空を動く,飛ぶ,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
climb,上へ行く,登る,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
fall,下へ動く,落ちる,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
get off / descend,下へ出る,降りる,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
ride / board,上に入る,乗る,,,,word-building,よく使う言葉 (Common Words in Minihongo) > 動詞 (Verbs not in base)
